date,AAPL UW Equity,AXP UN Equity,BA UN Equity,CAT UN Equity,CSCO UW Equity,CVX UN Equity,DD UN Equity,DIS UN Equity,GE UN Equity,GS UN Equity,HD UN Equity,IBM UN Equity,INTC UW Equity,JNJ UN Equity,JPM UN Equity,KO UN Equity,MCD UN Equity,MMM UN Equity,MRK UN Equity,MSFT UW Equity,NKE UN Equity,PFE UN Equity,PG UN Equity,TRV UN Equity,UNH UN Equity,UTX UN Equity,V UN Equity,VZ UN Equity,WMT UN Equity,XOM UN Equity
2014-08-29,102.5,89.55,126.8,109.07,24.99,129.45,62.8019,89.88,25.98,179.11,93.5,192.3,34.92,103.73,59.45,41.72,93.72,144.0,60.11,45.43,39.275,29.39,83.11,94.71,86.68,107.98,53.13,49.82,75.5,99.46
2014-09-02,103.3,89.72,125.48,108.92,24.88,127.54,62.5359,90.8,25.85,179.77,91.15,191.56,34.57,103.36,59.67,41.64,92.8,144.22,59.79,45.09,39.64,29.26,82.98,94.52,86.39,109.04,53.6825,49.77,75.75,98.49
2014-09-03,98.94,90.14,125.94,108.46,25.04,127.86,62.5264,90.94,25.95,179.6,89.0,191.95,34.57,103.76,59.7,41.78,93.14,143.82,60.48,44.96,39.41,29.4,82.9,94.47,86.79,109.2,53.725,49.88,76.01,99.11
2014-09-04,98.12,89.65,125.46,108.82,24.91,126.8,62.6214,90.14,25.96,180.08,89.93,190.68,34.905,103.84,59.71,41.87,93.01,143.61,60.08,45.26,39.96,29.37,83.7,94.26,87.06,109.22,53.565,49.72,76.56,98.36
2014-09-05,98.97,89.61,124.69,108.54,25.0,127.4,62.6974,90.94,26.1,179.75,91.61,191.2,35.0,104.42,59.91,41.84,93.07,144.2,61.18,45.91,41.02,29.65,83.77,94.21,87.75,108.7,53.5525,49.94,77.51,99.26
2014-09-08,98.36,88.93,127.98,107.91,24.95,126.21,62.0894,90.56,26.08,180.11,90.82,190.14,35.33,104.05,59.89,41.78,92.5,144.89,61.05,46.47,41.2,29.4,83.32,93.27,87.91,108.6,53.9425,49.53,76.53,97.77
2014-09-09,97.99,87.9,128.21,107.4,24.86,125.18,62.0039,89.6,25.9,177.4,88.93,189.99,34.91,103.8,59.06,41.94,91.09,144.46,60.56,46.76,40.92,29.23,82.99,92.85,88.56,108.67,53.57,48.9,76.74,97.39
2014-09-10,101.0,88.41,128.22,105.93,24.93,124.28,61.947,89.52,25.95,179.87,89.25,191.54,35.02,104.99,59.22,42.17,93.0,144.64,60.76,46.84,41.235,29.44,83.64,93.17,87.25,108.5,54.22,48.75,76.51,96.81
2014-09-11,101.43,88.42,127.64,105.59,25.18,123.83,61.871,89.97,26.02,181.0,89.22,191.72,35.02,104.55,59.76,41.95,92.96,144.35,60.1,47.0,40.91,29.63,83.49,92.92,87.08,108.51,53.7375,49.01,76.1,97.03
2014-09-12,101.66,87.64,126.95,105.02,25.16,122.66,61.5385,89.67,25.87,183.17,88.84,191.28,34.62,104.58,60.03,41.46,93.34,143.94,59.55,46.695,40.92,29.43,83.26,92.42,86.18,108.35,53.51,48.4,75.77,95.78
2014-09-15,101.63,87.38,126.31,104.86,25.06,124.24,62.0324,90.08,25.92,183.98,89.38,191.81,34.54,104.72,59.94,41.5,93.47,144.48,59.52,46.24,40.805,29.92,83.87,93.55,86.03,108.32,53.66,48.56,75.81,96.29
2014-09-16,100.86,88.36,127.32,104.86,25.22,124.96,62.5359,90.27,26.21,184.04,90.27,192.96,34.93,105.88,59.99,41.64,93.75,144.85,59.99,46.76,40.6,30.05,84.08,93.64,87.16,108.54,54.325,48.96,76.32,97.43
2014-09-17,101.58,89.07,127.76,103.99,25.205,124.72,65.7848,90.33,26.27,184.82,91.22,192.8,34.98,106.19,60.31,41.61,93.53,145.37,59.88,46.52,40.755,30.35,84.16,93.65,86.99,108.03,53.8825,49.21,76.24,97.08
2014-09-18,101.79,90.1,128.58,104.34,25.22,124.14,67.6372,90.34,26.21,187.89,92.09,193.75,35.17,107.35,61.32,41.79,93.48,146.84,60.31,46.68,40.985,30.58,84.19,94.78,87.63,108.52,54.11,49.69,76.22,96.61
2014-09-19,100.96,89.7,129.35,102.51,25.2,124.8,67.6847,90.49,26.29,186.2,92.34,194.0,34.82,107.99,61.11,42.05,94.36,146.69,60.49,47.52,40.905,30.4,84.47,94.61,87.8,108.45,54.0625,50.35,76.84,97.12
2014-09-22,101.06,88.99,128.61,100.9,24.97,123.49,67.9127,89.29,26.08,185.29,91.89,193.11,34.71,107.88,60.91,42.22,93.93,145.71,60.58,47.06,40.355,30.18,84.81,94.6,87.77,106.47,53.47,50.18,76.31,96.54
2014-09-23,102.64,88.31,127.38,99.99,24.7,123.06,67.4852,88.31,26.02,185.09,91.49,191.62,34.42,107.46,60.94,41.89,93.51,144.37,60.28,46.56,40.06,30.05,84.44,93.55,86.59,105.42,53.115,49.91,75.6,96.03
2014-09-24,101.75,88.52,128.58,101.2,24.98,122.4,69.1857,89.45,25.93,187.81,93.02,192.31,34.75,108.64,61.63,42.27,95.0,144.88,60.36,47.08,40.42,30.31,85.24,94.79,88.21,106.07,53.6025,50.07,77.08,95.82
2014-09-25,97.87,86.76,127.14,99.51,24.54,120.68,68.1977,88.07,25.55,184.09,91.9,189.01,34.14,107.1,60.15,41.78,94.16,142.48,59.64,46.04,39.875,29.98,84.33,93.7,86.18,104.49,52.6775,49.61,76.12,94.25
2014-09-26,100.75,88.37,128.69,100.38,25.0,121.47,68.8722,88.74,25.63,185.12,92.84,190.06,34.26,107.1,60.56,42.2,94.7,142.42,59.39,46.41,44.75,29.72,84.58,94.4,86.6,105.24,52.985,49.77,76.49,95.43
2014-09-29,100.11,87.95,128.77,99.83,25.12,120.55,68.4447,88.83,25.42,183.83,92.88,189.64,34.9,106.54,60.33,42.25,96.22,142.19,59.41,46.44,44.56,29.77,84.44,93.77,86.51,105.08,52.7325,49.75,76.08,94.43
2014-09-30,100.75,87.54,127.38,99.03,25.17,119.32,68.1692,89.03,25.62,183.57,91.74,189.83,34.82,106.59,60.24,42.66,94.81,141.68,59.28,46.36,44.6,29.57,83.74,93.94,86.25,105.6,53.3425,49.99,76.47,94.05
2014-10-01,99.18,85.81,124.67,97.61,25.03,117.65,66.9532,87.49,25.16,180.7,91.02,187.17,33.99,104.3,59.77,42.74,94.19,139.18,58.71,45.9,43.85,29.15,83.14,93.1,84.88,103.84,52.5025,49.43,76.12,92.86
2014-10-02,99.9,85.87,124.17,97.41,25.06,117.11,66.7158,86.79,25.12,182.88,92.24,186.91,33.52,103.85,58.84,42.66,94.12,138.67,58.85,45.76,44.65,29.06,83.05,93.07,84.9,103.24,52.43,49.29,76.23,93.3
2014-10-03,99.62,87.16,126.36,97.39,25.31,117.71,67.1052,88.45,25.4,188.07,93.54,188.67,34.03,105.13,60.3,43.0,94.86,140.17,59.9,46.09,45.145,29.22,83.79,94.46,86.02,104.42,52.9975,49.71,77.32,93.92
2014-10-06,99.62,87.03,126.26,98.0,25.01,118.09,66.6493,88.56,25.22,187.48,93.26,189.04,34.11,104.86,60.18,43.6,93.84,140.34,59.58,46.09,44.61,29.17,83.57,94.7,85.09,104.22,52.9475,50.08,77.35,94.52
2014-10-07,98.75,85.35,123.32,94.7,24.635,116.02,65.5473,87.11,24.81,183.8,92.47,185.71,33.47,102.39,59.27,43.92,92.81,137.68,58.46,45.53,44.035,28.79,83.16,93.66,84.19,101.42,52.0125,49.68,77.3,93.37
2014-10-08,100.8,87.41,124.98,96.65,24.66,117.95,65.0913,88.11,25.25,186.64,94.09,189.36,34.27,104.91,60.4,44.55,93.83,141.41,60.18,46.78,44.415,29.38,84.18,94.45,86.62,102.63,53.09,49.87,78.24,94.61
2014-10-09,101.02,85.89,122.76,93.5,24.19,114.51,63.9419,85.71,24.78,181.27,93.07,186.42,33.62,102.08,59.08,43.87,92.72,138.64,59.21,45.85,43.615,28.99,83.66,93.89,84.94,99.94,51.9275,48.93,77.86,91.82
2014-10-10,100.73,84.99,121.5,93.13,23.34,113.89,63.2104,86.27,24.27,180.38,92.55,185.93,31.91,101.23,58.52,44.47,92.3,133.83,58.66,44.03,43.595,29.13,84.69,94.04,85.39,99.94,51.245,48.94,78.29,91.6
2014-10-13,99.81,82.78,120.45,91.68,22.93,112.03,62.4219,83.91,23.95,178.77,90.6,183.52,31.47,99.12,58.16,44.07,90.73,132.9,56.14,43.65,42.695,28.47,83.37,93.52,83.95,99.31,51.07,48.37,77.56,90.84
2014-10-14,98.75,82.74,122.29,92.8,23.055,109.78,62.5834,84.14,24.1,178.7,90.1,183.8,32.14,97.01,57.99,43.64,91.1,134.18,56.33,43.73,42.545,28.46,83.55,93.68,82.82,100.12,50.68,48.22,77.98,90.55
2014-10-15,97.54,80.93,120.19,92.59,22.96,109.27,63.1059,82.08,24.28,177.24,87.85,181.75,31.275,98.21,55.53,43.23,90.44,134.22,54.73,43.22,42.59,28.19,82.95,91.99,82.16,99.17,50.0625,47.92,75.2,90.22
2014-10-16,96.26,80.24,120.29,93.24,22.82,111.06,62.9159,81.74,24.25,172.58,88.88,179.84,30.85,96.78,55.08,42.56,89.91,135.05,53.43,42.74,43.52,27.7,82.24,91.81,85.39,99.23,50.75,47.67,73.82,90.6
2014-10-17,97.67,82.58,123.24,95.05,23.25,111.8,63.6284,83.83,24.82,176.91,90.24,182.05,31.38,98.7,56.2,42.88,91.04,137.4,54.02,43.63,43.59,27.83,83.27,93.24,88.18,101.53,51.5,48.07,74.1,91.21
2014-10-20,99.76,84.01,124.31,94.03,22.93,111.49,64.4168,85.52,25.03,177.84,91.85,169.1,31.58,99.2,56.63,43.29,91.59,137.6,54.05,44.08,44.45,27.93,84.18,93.2,88.54,101.48,51.9625,48.48,75.14,91.77
2014-10-21,102.47,85.64,127.12,95.89,23.51,115.09,65.3763,87.54,25.45,180.18,94.2,163.23,32.61,100.36,57.93,40.68,91.01,140.93,55.13,44.88,45.32,28.28,84.61,94.24,90.95,101.98,53.3275,48.69,76.02,93.65
2014-10-22,102.99,83.96,121.45,94.57,23.26,114.0,65.2148,87.1,25.19,176.83,93.34,161.79,32.27,101.22,57.45,40.62,90.94,138.95,55.51,44.38,44.93,28.3,84.23,95.58,89.77,101.18,52.73,48.31,76.03,93.13
2014-10-23,104.83,85.61,122.03,99.27,23.565,116.19,65.1578,87.99,25.44,180.06,94.8,162.18,32.69,102.63,58.06,40.86,91.02,145.05,56.63,45.02,45.185,28.6,83.23,96.77,90.66,103.18,53.57,48.22,76.25,94.11
2014-10-24,105.22,86.4,122.24,99.44,23.78,115.91,65.5473,88.61,25.64,183.35,94.99,162.08,33.18,103.13,58.74,41.03,91.67,148.59,57.61,46.13,45.45,29.11,85.16,97.73,91.64,103.82,53.37,48.77,76.38,94.49
2014-10-27,105.11,86.63,122.12,98.54,23.76,115.02,64.4833,88.45,25.52,183.91,95.47,161.87,33.2,104.07,58.64,40.76,92.01,149.56,56.45,45.91,45.82,29.03,85.95,98.87,92.13,104.19,53.3525,49.42,76.59,93.71
2014-10-28,106.74,88.01,123.61,101.16,24.065,117.13,64.5498,89.93,25.88,186.32,96.59,163.6,33.74,104.79,59.63,40.56,92.6,151.06,55.85,46.49,46.225,29.09,86.47,99.73,92.64,106.27,54.1775,49.96,76.35,95.1
2014-10-29,107.34,88.34,123.08,100.19,24.1,117.14,63.4574,89.53,25.66,186.08,96.42,163.46,33.92,105.56,59.29,40.96,92.73,151.01,56.2,46.62,45.975,29.49,86.54,99.42,92.96,105.85,53.665,49.83,76.39,94.59
2014-10-30,106.98,88.74,123.82,100.16,24.08,117.2,64.2744,90.22,25.67,186.97,97.52,164.35,32.58,107.04,59.39,41.4,93.38,152.1,57.31,46.05,46.5,29.84,86.94,100.0,93.88,106.34,59.1625,49.9,76.45,94.45
2014-10-31,108.0,89.95,124.91,101.41,24.47,119.95,65.6898,91.38,25.81,189.99,97.52,164.4,34.01,107.78,60.48,41.88,93.73,153.77,57.94,46.95,46.485,29.95,87.27,100.8,95.01,107.0,60.3575,50.25,76.27,96.71
2014-11-03,109.4,90.85,126.03,100.22,24.58,116.78,65.4333,91.71,25.7,190.83,96.09,164.36,34.31,107.46,60.88,41.81,93.61,153.3,58.92,47.44,46.725,30.19,87.38,99.95,94.86,106.3,60.385,50.39,76.28,95.26
2014-11-04,108.6,91.38,125.84,98.61,24.88,115.37,65.0818,90.35,25.7,190.27,95.96,162.65,34.54,108.62,60.25,41.82,94.47,155.05,59.37,47.57,46.975,30.28,88.64,101.13,94.98,106.88,60.7425,50.33,77.26,94.52
2014-11-05,108.86,92.42,124.22,99.41,25.15,117.05,66.3168,91.0,25.82,189.84,95.78,161.82,33.76,108.82,61.15,42.31,94.64,155.69,59.57,47.86,47.34,30.04,89.0,101.49,95.8,107.93,62.3825,50.34,77.7,95.07
2014-11-06,108.7,91.58,124.58,100.91,25.26,118.53,66.6113,92.0,26.36,191.0,97.29,161.46,33.82,109.01,61.23,42.29,94.66,156.05,59.26,48.7,47.3,30.04,88.9,101.91,96.21,108.58,62.5225,50.28,77.81,96.26
2014-11-07,109.01,92.26,124.45,101.76,25.33,118.8,66.8867,90.0,26.41,190.71,97.65,162.07,33.58,108.2,61.47,42.32,95.1,156.55,59.34,48.68,46.89,29.92,89.13,102.37,93.61,109.08,63.1075,50.86,78.77,96.59
2014-11-10,108.83,92.4,124.64,102.21,25.15,117.92,67.1907,89.78,26.47,191.8,98.16,163.49,33.26,108.82,61.93,42.39,95.11,157.66,58.81,48.89,47.48,30.2,89.45,102.99,94.75,109.0,62.5525,50.72,79.44,96.28
2014-11-11,109.7,91.74,125.36,102.53,25.15,118.44,67.2667,89.98,26.38,191.88,98.14,163.3,33.31,108.91,61.37,42.51,95.14,157.11,59.37,48.87,47.44,30.32,89.67,102.94,95.69,108.26,62.4325,50.61,79.01,96.41
2014-11-12,111.25,91.55,125.87,102.99,25.11,117.65,66.9532,89.9,26.52,190.18,98.49,161.92,33.38,108.75,60.56,42.71,95.33,157.68,59.31,48.78,47.905,30.42,89.48,103.06,95.68,108.14,62.9875,50.82,79.2,95.38
2014-11-13,112.82,91.07,128.53,101.11,25.68,116.45,67.0197,90.49,26.42,190.24,99.0,162.79,33.68,109.07,60.23,42.79,95.48,158.35,59.54,49.61,48.06,30.42,88.6,103.23,95.9,108.14,62.73,51.2,82.94,94.66
2014-11-14,114.18,90.67,128.86,101.34,26.32,116.32,67.2572,90.8,26.46,189.98,98.24,164.16,33.95,108.16,60.28,42.73,96.21,158.85,59.07,49.58,47.75,30.34,88.11,102.43,95.11,107.45,62.21,51.5,82.96,95.09
2014-11-17,113.99,90.13,128.42,101.7,26.465,115.75,66.9437,90.41,26.61,189.93,98.03,164.16,34.24,108.3,60.38,42.92,95.97,158.69,59.46,49.46,48.03,30.32,87.84,102.75,96.47,107.37,62.45,51.4,83.57,95.11
2014-11-18,115.47,90.58,130.66,102.04,26.595,115.47,67.5992,90.28,27.01,189.64,95.98,161.89,34.71,108.83,60.53,43.53,96.41,160.15,59.89,48.74,48.235,30.59,87.95,102.85,98.19,108.8,62.4325,51.22,83.79,94.87
2014-11-19,114.67,90.5,131.61,101.3,26.59,116.47,67.6847,89.82,26.92,189.19,96.7,161.43,34.35,108.76,60.6,44.22,96.56,158.83,59.64,48.22,48.475,30.44,88.73,103.03,96.86,108.66,62.465,50.49,84.99,95.61
2014-11-20,116.31,90.62,131.7,102.09,26.81,117.31,67.8557,88.9,26.85,189.75,97.57,160.64,35.95,108.18,60.12,44.25,96.64,159.36,59.38,48.7,48.65,30.44,88.47,103.46,96.85,108.82,62.9175,50.19,84.58,95.82
2014-11-21,116.47,90.39,132.78,106.45,26.88,118.58,68.5397,88.96,26.99,189.59,98.28,160.92,35.59,107.86,60.45,44.5,96.68,160.16,59.66,47.98,48.71,30.45,88.6,103.81,96.71,110.3,63.555,50.21,84.65,96.81
2014-11-24,118.625,91.04,134.61,105.96,27.03,117.59,68.5397,90.58,27.0,190.07,98.4,162.15,36.25,106.88,60.96,44.27,97.17,159.88,59.25,47.59,48.975,30.22,88.11,103.79,96.9,108.79,63.655,49.5,85.4,95.72
2014-11-25,117.6,91.4,134.81,106.24,27.28,116.15,68.0932,91.65,26.86,188.86,97.01,161.76,36.32,106.7,60.3,44.43,97.0,158.06,59.34,47.47,48.645,30.47,88.8,103.43,97.9,111.71,64.315,49.34,84.95,94.78
2014-11-26,119.0,91.45,134.78,105.79,27.425,115.11,67.8937,91.92,26.87,188.52,97.7,161.95,36.9,107.21,60.34,44.29,96.22,158.31,59.75,47.75,48.9,31.1,88.88,104.37,98.11,110.16,64.315,50.04,84.98,94.48
2014-11-28,118.93,92.42,134.36,100.6,27.64,108.87,67.8272,92.51,26.49,188.41,99.4,162.17,37.25,108.25,60.16,44.83,96.81,160.09,60.4,47.81,49.645,31.15,90.43,104.45,98.63,110.08,64.5475,50.59,87.54,90.54
2014-12-01,115.07,92.14,132.39,99.0,27.59,111.73,67.5232,92.7,26.02,188.2,98.88,161.54,37.17,108.03,60.0,44.55,95.78,158.16,60.52,48.62,48.845,31.26,90.08,104.44,99.06,109.69,64.5375,50.03,86.22,92.35
2014-12-02,114.63,93.0,132.28,99.51,27.82,114.02,68.1027,93.47,26.05,190.19,98.16,162.67,37.6,108.51,61.08,44.54,95.11,160.6,60.78,48.46,49.02,31.57,91.07,104.4,99.83,109.68,65.0025,49.11,86.4,94.19
2014-12-03,115.93,91.25,131.97,100.18,27.95,113.71,68.6347,93.11,26.38,190.95,98.59,164.52,37.43,107.72,61.54,43.8,95.5,162.26,60.58,48.08,49.25,31.75,90.0,105.19,100.8,110.99,65.4,48.79,84.94,94.95
2014-12-04,115.49,91.83,131.32,99.67,27.77,112.28,68.7487,93.23,26.09,191.95,98.95,164.05,37.46,107.56,61.38,43.5,95.66,162.26,60.92,48.84,49.525,31.67,90.58,105.1,99.67,111.21,65.285,48.78,84.76,94.37
2014-12-05,115.0,92.65,132.21,98.78,27.5,110.87,69.4136,93.76,26.01,195.45,99.64,163.27,37.67,108.51,62.7,43.53,96.31,162.27,61.49,48.42,49.665,31.99,90.38,105.2,100.33,111.29,65.8375,48.61,84.12,93.82
2014-12-08,112.4,93.56,130.28,95.25,27.23,106.8,69.0432,93.8,25.69,196.62,100.43,161.86,37.2,108.52,62.67,43.14,92.61,160.93,61.88,47.695,48.86,31.97,90.76,105.84,99.92,113.05,65.775,48.9,84.23,91.7
2014-12-09,114.12,93.36,129.66,95.45,27.42,107.01,68.5492,92.94,25.58,196.89,99.64,162.99,36.89,108.05,62.45,42.04,91.36,160.83,60.01,47.59,48.515,31.95,90.71,105.02,101.02,114.99,66.035,46.92,83.56,91.38
2014-12-10,111.95,92.75,124.64,93.02,26.87,104.86,67.6657,91.63,25.27,192.0,98.94,160.51,36.42,106.24,60.68,41.6,90.0,158.24,59.98,46.9,48.83,31.86,90.0,104.26,99.09,113.5,65.43,46.18,82.98,88.67
2014-12-11,111.62,93.13,123.37,92.69,26.99,104.91,68.0457,91.75,25.41,193.54,100.27,161.07,36.7,106.72,61.14,41.53,90.97,159.15,59.34,47.17,48.465,31.65,90.41,104.57,99.73,114.04,65.78,46.36,83.83,89.2
2014-12-12,109.73,91.0,120.77,90.5,26.855,102.38,65.8798,91.49,24.89,188.82,99.78,155.38,36.225,104.43,60.04,40.91,90.62,157.12,57.72,46.95,48.085,30.95,89.55,103.16,98.76,112.15,64.195,45.58,83.81,86.6
2014-12-15,108.225,90.04,122.08,89.75,26.68,100.86,65.8038,90.9,24.59,185.54,100.05,153.06,35.92,103.96,59.16,40.57,88.46,156.85,56.95,46.67,47.715,30.86,89.2,103.09,98.27,111.91,64.175,45.42,83.94,86.9
2014-12-16,106.745,88.24,124.25,89.34,26.585,101.7,65.1863,90.17,24.49,183.31,97.06,151.41,35.56,102.76,58.43,40.39,88.72,159.05,56.8,45.16,46.605,30.67,89.36,103.08,95.85,113.23,63.3525,45.53,82.96,86.41
2014-12-17,109.41,90.44,125.06,89.75,26.81,106.02,66.7443,91.38,24.66,185.03,98.94,151.93,36.24,104.07,59.77,41.55,91.65,160.6,57.63,45.74,47.25,31.12,90.7,104.41,99.14,113.9,64.77,46.44,84.23,89.02
2014-12-18,112.65,93.17,125.67,91.69,27.65,109.03,68.6157,92.61,25.14,191.61,100.67,157.68,37.02,106.81,61.48,42.39,93.67,165.3,58.98,47.52,48.54,31.97,92.0,105.95,102.24,116.96,66.04,47.05,85.94,91.16
2014-12-19,111.78,92.9,126.23,91.71,27.77,112.93,69.6226,92.89,25.62,193.28,101.93,158.51,36.37,105.55,61.93,41.95,93.22,165.48,59.58,47.66,47.42,31.94,92.05,105.75,102.49,115.59,65.4175,47.02,85.16,93.64
2014-12-22,112.94,93.62,128.22,92.32,28.22,112.03,70.4301,94.2,25.71,194.44,103.5,161.44,37.21,106.74,61.94,42.35,93.89,167.27,58.96,47.98,47.965,32.09,92.6,106.31,103.04,117.14,66.0525,47.51,86.38,93.33
2014-12-23,112.54,93.82,130.03,93.5,28.25,113.95,71.4276,94.69,25.88,195.5,103.76,162.24,37.43,104.28,62.48,42.97,94.22,166.87,57.21,48.45,47.985,31.45,93.29,106.95,102.85,117.21,66.315,47.67,86.66,94.59
2014-12-24,112.01,94.08,131.24,93.72,28.3,113.47,71.0476,94.42,25.83,195.89,103.56,161.82,37.44,104.59,62.48,42.94,93.83,166.96,57.46,48.14,48.145,31.42,93.14,106.72,102.68,116.91,66.9075,47.67,86.43,93.78
2014-12-26,113.99,94.29,131.63,94.23,28.35,113.25,71.3706,95.03,25.78,195.45,103.75,162.34,37.55,105.06,62.55,42.96,94.78,166.26,57.78,47.88,48.415,31.65,93.46,106.7,102.55,117.24,66.655,47.86,86.91,93.21
2014-12-29,113.91,94.27,132.29,93.71,28.46,113.32,71.0856,95.5,25.7,196.19,104.53,160.51,37.18,105.33,62.96,42.86,95.04,166.71,57.73,47.45,48.65,31.39,92.64,106.95,102.33,116.86,66.3575,47.55,86.64,93.07
2014-12-30,112.52,94.27,131.83,92.59,28.36,113.11,70.8576,94.7,25.57,195.71,104.27,160.05,36.76,105.36,63.15,42.76,94.25,165.84,57.65,47.02,48.44,31.38,92.4,106.93,102.85,116.2,66.1375,47.33,86.79,93.02
2014-12-31,110.38,93.04,129.98,91.53,27.815,112.18,70.2401,94.19,25.27,193.83,104.97,160.44,36.29,104.57,62.58,42.22,93.7,164.32,56.79,46.45,48.075,31.15,91.09,105.85,101.09,115.0,65.55,46.78,85.88,92.45
2015-01-02,109.33,93.02,129.95,91.88,27.61,112.58,70.0216,93.75,25.06,194.41,103.43,162.06,36.36,104.52,62.49,42.14,93.26,164.06,57.19,46.76,47.515,31.33,90.44,105.44,100.78,115.04,66.255,46.96,85.9,92.83
2015-01-05,106.25,90.56,129.05,87.03,27.06,108.08,68.1312,92.38,24.6,188.34,101.26,159.51,35.95,103.79,60.55,42.14,92.23,160.36,58.04,46.325,46.75,31.16,90.01,104.17,99.12,113.12,64.7925,46.57,85.65,90.29
2015-01-06,106.26,88.63,127.53,86.47,27.05,108.03,67.3427,91.89,24.07,184.53,100.95,156.07,35.28,103.28,58.98,42.46,92.4,158.65,60.32,45.65,46.475,31.42,89.6,103.24,98.92,111.52,64.375,47.04,86.31,89.81
2015-01-07,107.75,90.3,129.51,87.81,27.3,107.94,68.6917,92.83,24.08,187.28,104.41,155.05,36.02,105.56,59.07,42.99,94.01,159.8,61.61,46.23,47.435,31.85,90.07,105.0,99.93,112.73,65.2375,46.19,88.6,90.72
2015-01-08,111.89,91.58,131.8,88.71,27.51,110.41,70.8006,93.79,24.37,190.27,106.72,158.42,36.69,106.39,60.39,43.51,94.36,163.63,62.85,47.59,48.53,32.5,91.1,107.18,104.7,114.65,66.1125,47.18,90.47,92.23
2015-01-09,112.01,90.42,131.54,87.65,27.79,108.21,69.8221,94.25,24.03,187.35,104.89,159.11,36.76,104.94,59.34,43.03,93.21,161.62,62.56,47.19,47.995,32.65,90.25,105.83,103.72,114.02,65.1325,46.76,89.35,92.1
2015-01-12,109.25,89.5,130.87,86.89,28.05,105.88,70.6866,94.46,23.98,185.07,104.42,156.44,36.6,104.58,58.83,42.64,93.01,160.74,62.3,46.6,47.93,32.77,89.92,105.2,102.55,114.45,65.005,47.08,90.02,90.33
2015-01-13,110.22,89.23,131.17,86.37,28.095,104.2,69.4801,95.19,23.86,184.93,103.73,156.81,36.5,104.76,58.84,42.63,92.83,160.62,62.19,46.355,47.505,32.44,90.3,105.36,103.07,114.34,65.195,47.18,89.31,90.0
2015-01-14,109.8,87.07,130.38,86.07,27.92,103.9,69.2996,94.23,23.78,180.23,102.64,155.8,36.35,104.0,56.81,42.56,91.54,159.84,62.64,45.955,46.855,32.48,89.99,103.77,103.33,113.52,63.89,46.97,86.61,89.74
2015-01-15,106.82,85.88,130.14,84.32,27.41,102.67,69.4896,94.35,23.58,178.49,101.01,154.57,36.19,102.49,54.99,42.38,91.38,159.66,61.88,45.48,46.405,32.4,89.86,104.21,104.46,113.52,63.2825,47.1,87.38,88.96
2015-01-16,105.99,86.04,130.78,83.86,27.68,105.12,70.5346,95.18,23.59,177.23,104.12,157.14,36.45,104.04,55.93,42.53,91.49,162.0,63.03,46.24,46.495,32.8,91.25,106.54,105.77,116.15,63.7375,47.99,86.77,91.12
2015-01-20,108.72,87.26,131.22,83.97,28.07,106.47,70.6391,94.74,23.85,175.63,103.25,156.95,36.09,101.29,55.71,43.16,90.8,161.94,62.61,46.39,46.805,33.1,91.19,105.84,105.62,117.53,64.21,48.18,86.69,91.09
2015-01-21,109.55,87.67,132.41,85.37,27.84,108.16,70.4681,94.17,24.04,177.15,103.53,152.09,36.48,101.9,55.89,43.36,90.34,162.54,62.16,45.92,46.755,32.64,90.73,105.01,109.32,119.03,64.32,48.25,86.64,91.87
2015-01-22,112.4,84.37,135.64,86.82,28.5,108.92,71.3326,95.15,24.28,182.04,106.07,155.39,36.91,103.76,57.59,43.78,90.89,165.89,62.59,47.13,47.925,32.81,91.62,108.17,113.85,120.45,64.4,47.8,88.3,92.87
2015-01-23,112.98,84.13,134.62,85.61,28.21,106.85,70.0976,94.72,24.48,180.49,105.37,155.87,36.445,102.2,56.68,43.31,89.56,164.02,62.49,47.18,48.08,32.45,90.08,107.0,112.0,119.98,64.5725,47.15,88.51,90.89
2015-01-26,113.1,83.3,134.07,86.03,27.97,108.88,70.4016,94.97,24.59,180.42,106.36,156.36,35.805,102.26,56.77,43.0,90.67,164.24,62.82,47.01,48.175,32.8,89.58,107.07,111.61,118.75,64.1325,46.96,88.63,91.76
2015-01-27,109.14,82.4,132.48,79.85,26.9,108.26,69.5181,93.97,24.38,176.49,105.16,153.67,34.185,102.09,56.2,42.39,89.57,163.63,62.56,42.66,47.25,32.6,86.49,106.05,110.01,119.16,62.7475,46.35,87.53,90.95
2015-01-28,115.31,81.73,139.64,80.01,26.805,103.71,68.1217,92.67,23.84,173.05,104.74,151.55,33.775,101.48,54.75,41.92,88.78,163.94,61.45,41.19,46.655,31.95,85.15,104.58,108.46,116.92,61.59,46.05,86.82,87.95
2015-01-29,118.9,82.0,147.78,80.0,27.22,103.0,69.0717,93.22,24.08,175.99,107.62,155.48,34.21,102.38,55.67,42.1,93.27,166.13,62.09,42.01,47.435,31.83,85.67,104.54,109.39,116.45,62.0,46.11,87.72,87.58
2015-01-30,117.16,80.69,145.37,79.97,26.365,102.53,67.6467,90.96,23.89,172.41,104.42,153.31,33.04,100.14,54.38,41.17,92.44,162.3,60.28,40.4,46.125,31.25,84.29,102.82,106.25,114.78,63.7275,45.71,84.98,87.42
